,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aaron Gordon,39:14,7,16,.438,1,3,.333,1,6,.167,4,9,13,7,1,4,1,2,16,+7
Michael Porter Jr.,38:47,6,17,.353,3,9,.333,0,0,,1,7,8,2,1,0,0,4,15,-16
Jamal Murray,38:31,6,14,.429,2,3,.667,2,2,1.000,1,2,3,4,0,2,0,3,16,+1
Kentavious Caldwell-Pope,36:16,3,10,.300,3,9,.333,2,2,1.000,1,5,6,3,1,0,3,4,11,+13
Peyton Watson,20:55,3,10,.300,1,4,.250,2,2,1.000,2,2,4,1,2,1,2,4,9,+13
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Reggie Jackson,29:42,5,12,.417,2,3,.667,4,4,1.000,0,4,4,3,0,1,1,2,16,-12
Christian Braun,16:27,4,7,.571,2,4,.500,0,0,,1,4,5,0,1,0,0,0,10,-12
Justin Holiday,11:22,2,3,.667,1,2,.500,0,0,,0,1,1,0,1,1,0,3,5,-7
Zeke Nnaji,8:46,1,4,.250,0,0,,0,0,,2,1,3,1,0,0,1,1,2,-12
Collin Gillespie,Did Not Play
Jay Huff,Did Not Play
DeAndre Jordan,Did Not Play
Braxton Key,Did Not Play
Team Totals,240,37,93,.398,15,37,.405,11,16,.688,12,35,47,21,7,9,8,23,100,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aaron Gordon, 
Michael Porter Jr., 
Jamal Murray, 
Kentavious Caldwell-Pope, 
Peyton Watson, 
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Reggie Jackson, 
Christian Braun, 
Justin Holiday, 
Zeke Nnaji, 
Collin Gillespie,Did Not Play
Jay Huff,Did Not Play
DeAndre Jordan,Did Not Play
Braxton Key,Did Not Play
Team Totals,,,,,,,,,,,,,,,,,,,,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aaron Gordon, 
Michael Porter Jr., 
Jamal Murray, 
Kentavious Caldwell-Pope, 
Peyton Watson, 
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Reggie Jackson, 
Christian Braun, 
Justin Holiday, 
Zeke Nnaji, 
Collin Gillespie,Did Not Play
Jay Huff,Did Not Play
DeAndre Jordan,Did Not Play
Braxton Key,Did Not Play
Team Totals,,,,,,,,,,,,,,,,,,,,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aaron Gordon, 
Michael Porter Jr., 
Jamal Murray, 
Kentavious Caldwell-Pope, 
Peyton Watson, 
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Reggie Jackson, 
Christian Braun, 
Justin Holiday, 
Zeke Nnaji, 
Collin Gillespie,Did Not Play
Jay Huff,Did Not Play
DeAndre Jordan,Did Not Play
Braxton Key,Did Not Play
Team Totals,,,,,,,,,,,,,,,,,,,,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aaron Gordon, 
Michael Porter Jr., 
Jamal Murray, 
Kentavious Caldwell-Pope, 
Peyton Watson, 
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Reggie Jackson, 
Christian Braun, 
Justin Holiday, 
Zeke Nnaji, 
Collin Gillespie,Did Not Play
Jay Huff,Did Not Play
DeAndre Jordan,Did Not Play
Braxton Key,Did Not Play
Team Totals,,,,,,,,,,,,,,,,,,,,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aaron Gordon, 
Michael Porter Jr., 
Jamal Murray, 
Kentavious Caldwell-Pope, 
Peyton Watson, 
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Reggie Jackson, 
Christian Braun, 
Justin Holiday, 
Zeke Nnaji, 
Collin Gillespie,Did Not Play
Jay Huff,Did Not Play
DeAndre Jordan,Did Not Play
Braxton Key,Did Not Play
Team Totals,,,,,,,,,,,,,,,,,,,,
,Basic Box Score Stats
